bug: ap_escape_html2 in http2env, pair: (ap_escape_html2, apr_pstrcat), support: 17, confidence: 425.00%
bug: log_error_core in ap_apply_accept_filter, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in abort_socket_nonblocking, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_set_listener, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_fatal_signal_setup, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_gname2id, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in stop_lingering_close, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_switch_protocol, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_core_child_status, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in send_brigade_nonblocking, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_read_pid, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_process_request_internal, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in log_data_core, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in set_error_document, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_mpm_podx_signal, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_method_register, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in piped_log_spawn, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_unixd_mpm_set_signals, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_mpm_podx_killpg, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_fcgi_encode_env, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_fini_vhost_config, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in set_override, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in core_create_conn, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in set_override_list, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_setup_client_block, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_pass_brigade_fchk, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_select_protocol, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_read_config, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_note_auth_failure, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_get_mime_headers_core, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_content_length_filter, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_core_output_filter, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in set_loglevel, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_mpm_safe_kill, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in table_do_fn_check_lengths, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_note_basic_auth_failure, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in process_timeout_queue, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in event_check_config, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in sig_coredump, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_process_config_tree, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_log_pid, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_die_r, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in log_backtrace, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_send_interim_response, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in set_max_workers, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_cookie_remove, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_log_mpm_common, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in open_error_log, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in core_override_type, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in child_main, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in core_check_config, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_if_walk_sub, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_response_code_string, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in decl_die, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_uname2id, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_http_header_filter, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in usage, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_mpm_set_max_requests, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in join_workers, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_parse_vhost_addrs, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_cookie_write2, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_unixd_set_rlimit, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in dummy_connection, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_invoke_handler, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in push2worker, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in load_file, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_log_command_line, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in start_threads, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in reclaim_one_pid, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_proc_mutex_create, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_cookie_write, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_http_filter, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_is_recursion_limit_exceeded, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in op_file_subr, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in piped_log_maintenance, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in add_any_filter, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_duplicate_listeners, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in invoke_cmd, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_global_mutex_create, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_resolve_env, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_sock_disable_nagle, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in event_pre_config, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_get_basic_auth_pw, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_unixd_accept, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_setup_listeners, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_expr_exec_ctx, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_note_digest_auth_failure, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_mpm_pod_signal, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_walk_config, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in set_document_root, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in internal_internal_redirect, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_set_name_virtual_host, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in log_child_errfn, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in unescape_func, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in check_headers_table, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_open_logs, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_reopen_scoreboard, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in add_any_filter_handle, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: log_error_core in ap_cookie_remove2, pair: (apr_time_now, log_error_core), support: 13, confidence: 216.67%
bug: strtol in set_recursion_limit, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in ap_signal_server, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in set_limit_nproc, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in ap_gname2id, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in ap_read_pid, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in set_error_document, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in set_max_overlaps, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in set_limit_xml_req_body, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in ap_set_int_slot, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in ap_uname2id, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in set_limit_mem, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in ap_unixd_set_rlimit, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in set_max_reversals, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in set_limit_cpu, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: strtol in set_max_ranges, pair: (strlen, strtol), support: 29, confidence: 87.88%
bug: apr_brigade_cleanup in ap_check_pipeline, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 141.18%
bug: apr_brigade_cleanup in ap_filter_flush, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 141.18%
bug: apr_brigade_cleanup in bail_out_on_error, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 141.18%
bug: apr_brigade_cleanup in ap_get_mime_headers_core, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 141.18%
bug: apr_brigade_cleanup in ap_rgetline_core, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 141.18%
bug: apr_brigade_cleanup in ap_http_chunk_filter, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 141.18%
bug: apr_brigade_create in core_upgrade_handler, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in process_socket, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_flush_conn, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in core_create_proxy_req, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_send_http_trace, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_get_mime_headers, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_finalize_sub_req_protocol, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_core_input_filter, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_run_sub_req, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in core_create_req, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_send_fd, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_die_r, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_send_interim_response, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_save_brigade, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in setaside_remaining_output, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_get_client_block, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_start_lingering_close, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_lingering_close, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_shutdown_conn, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_send_error_response, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: apr_brigade_create in ap_send_mmap, pair: (apr_brigade_cleanup, apr_brigade_create), support: 24, confidence: 80.00%
bug: __ctype_b_loc in http2env, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in set_etag_bits, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_varbuf_regsub, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_build_cont_config, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_register_output_filter_protocol, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_is_url, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_find_list_item, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_get_token, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_varbuf_cfg_getline, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_cfg_getline, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_parse_htaccess, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_psignature, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_pstr2_alnum, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_signal_server, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_set_keepalive, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in set_options, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_get_list_item, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_register_input_filter, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_log_rdata_, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_log_cdata_, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_find_etag_weak, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_custom_response, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_read_pid, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in register_filter, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in log_data_core, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in parse_errorlog_item, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_build_config, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in dirsection, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_getword_conf, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in filesection, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_str2_alnum, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_getword_conf2, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_basic_http_header, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in start_cond_section, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in uniq_field_values, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_find_etag_strong, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_log_csdata_, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_register_output_filter, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_getword_conf2_nc, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_getword_white_nc, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_pregsub, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in urlsection, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in find_list_item, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_http_header_filter, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in extract_cookie_line, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_parse_vhost_addrs, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_size_list_item, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_unixd_set_rlimit, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_getword_conf_nc, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in set_regex_default_options, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_pregsub_ex, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_http_filter, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in regsub_core, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_log_data_, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in set_errorlog_format, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_create_environment, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in invoke_cmd, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_soak_end_container, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ifsection, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_send_error_response, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in basic_http_header_check, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_limit_section, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_find_last_token, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in set_server_alias, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: __ctype_b_loc in ap_getword_white, pair: (__ctype_b_loc, strchr), support: 26, confidence: 81.25%
bug: apr_table_setn in ap_cookie_read, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_internal_redirect_handler, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in op_url_subr, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in fix_hostname, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_xml_parse_input, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_parse_htaccess, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_core_translate, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_send_http_options, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_internal_redirect, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_send_http_trace, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in core_upgrade_storage, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_get_mime_headers, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in create_core_server_config, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_setup_client_block, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_pass_brigade_fchk, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_note_auth_failure, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_content_length_filter, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_note_basic_auth_failure, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in log_backtrace, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_cookie_remove, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_make_etag, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in core_override_type, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_if_walk_sub, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_response_code_string, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in decl_die, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_cookie_write2, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_die, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_invoke_handler, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_set_accept_ranges, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_cookie_write, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_is_recursion_limit_exceeded, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_note_digest_auth_failure, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in internal_internal_redirect, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_process_async_request, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_log_rerror_, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in unescape_func, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_set_content_length, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_set_last_modified, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_setn in ap_cookie_remove2, pair: (apr_table_setn, strlen), support: 32, confidence: 103.23%
bug: apr_table_make in ap_cookie_read, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: apr_table_make in ap_internal_redirect_handler, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: apr_table_make in ap_internal_redirect, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: apr_table_make in ap_args_to_table, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: apr_table_make in ap_set_sub_req_protocol, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: apr_table_make in create_core_server_config, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: apr_table_make in core_create_conn, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: apr_table_make in make_sub_request, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: apr_table_make in internal_internal_redirect, pair: (apr_table_make, strlen), support: 14, confidence: 127.27%
bug: strchr in load_module, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_scan_script_header_err_brigade_ex, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_get_server_name_for_url, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_unescape_all, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in core_upgrade_handler, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_update_vhost_from_headers, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_get_local_host, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_scan_script_header_err_core, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in fix_hostname, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_getword_nulls_nc, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_scan_script_header_err, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in ap_content_type_tolower, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
bug: strchr in subnet_parse_arg, pair: (apr_palloc, strchr), support: 31, confidence: 81.58%
